0,1
1,2
1,3
1,3
1,3
1,3
1,4
1,4
1,4
4,1
1,5
1,5
1,5
5,1
1,6
6,1
6,1
1,7
8,1
1,9
1,10
1,10
1,11
1,11
1,11
1,11
11,1
1,12
1,12
1,12
1,13
1,14
1,14
1,15
16,1
16,1
16,1
16,1
16,1
16,1
1,17
1,18
18,1
1,19
1,19
1,19
1,20
1,21
1,22
1,23
1,23
1,24
1,25
1,25
1,26
1,26
1,27
1,28
1,29
1,30
1,30
30,1
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
41,1
2,42
2,4
2,4
5,2
5,2
5,2
2,43
2,44
2,45
2,30
30,2
46,2
47,2
47,2
18,2
2,48
48,2
2,49
2,49
2,20
2,32
15,2
34,2
34,2
34,2
36,2
2,50
8,2
8,2
2,51
2,52
53,2
17,2
2,29
25,2
2,54
6,2
2,55
19,2
2,56
2,57
2,58
2,59
60,2
61,2
30,3
3,62
3,63
3,63
3,63
3,64
46,3
3,65
6,3
3,66
66,3
3,48
3,48
3,16
16,3
3,42
42,3
3,49
5,3
3,31
3,26
26,3
40,3
3,52
3,37
3,67
3,68
61,3
3,36
3,53
3,24
3,24
3,58
3,17
17,3
3,69
3,69
3,4
4,3
3,20
3,23
3,33
3,70
3,21
3,18
15,3
3,71
27,3
3,25
8,3
6,4
6,4
5,4
4,8
66,4
4,38
38,4
4,72
4,72
4,72
4,40
4,40
40,4
4,63
4,41
4,12
4,12
11,4
4,25
25,4
4,47
4,48
16,4
16,4
4,14
4,68
4,35
4,21
21,4
4,30
30,4
4,46
4,67
4,60
4,60
4,34
42,4
4,10
4,23
26,4
4,73
32,4
9,4
9,4
4,64
4,56
70,4
4,61
20,4
5,6
5,6
5,6
5,6
5,6
5,6
6,5
6,5
5,30
5,61
5,61
5,12
5,12
12,5
5,34
34,5
5,74
5,31
5,15
5,47
5,47
5,47
5,47
5,32
5,71
5,38
5,10
5,26
5,26
5,16
16,5
16,5
16,5
16,5
5,66
5,75
5,52
5,13
5,53
5,25
5,25
5,48
5,29
5,76
5,76
5,24
5,69
77,5
5,20
5,37
5,42
5,42
5,78
5,79
5,72
5,35
5,46
5,55
5,70
5,80
5,41
6,34
6,34
34,6
6,7
6,7
6,49
6,49
6,16
16,6
16,6
6,21
64,6
6,31
6,76
76,6
32,6
6,54
6,54
6,54
6,45
6,33
33,6
33,6
6,23
6,23
23,6
6,81
6,17
6,26
82,6
6,44
6,38
6,43
6,43
6,69
6,83
6,30
6,67
20,6
6,84
6,28
6,28
11,6
6,78
47,6
6,27
6,85
24,6
24,6
58,6
6,55
53,6
6,65
6,86
7,10
10,7
7,66
77,7
63,7
63,7
7,35
7,35
35,7
35,7
42,7
7,20
87,7
39,7
7,88
44,7
76,7
7,47
16,7
7,67
25,7
12,7
58,7
72,7
41,7
34,7
7,82
18,7
7,84
7,59
11,7
55,7
7,52
8,20
8,20
20,8
8,48
8,23
23,8
47,8
8,44
8,13
25,8
25,8
8,73
8,73
8,51
8,22
8,61
30,8
8,36
36,8
12,8
12,8
8,43
43,8
76,8
8,89
8,81
29,8
8,68
8,80
8,80
80,8
8,46
8,77
8,79
11,8
90,8
8,54
8,65
8,41
41,8
8,53
8,91
34,8
8,26
26,8
8,31
16,8
84,8
32,8
8,74
8,38
26,9
9,27
9,65
65,9
9,54
9,29
29,9
9,28
9,28
9,28
30,9
30,9
30,9
14,9
9,22
84,9
9,17
9,17
17,9
17,9
25,9
9,78
9,42
9,20
9,20
18,9
9,40
35,9
72,9
9,88
15,9
9,76
9,66
9,81
9,53
20,10
10,18
10,77
10,77
32,10
10,60
10,62
62,10
29,10
15,10
10,44
10,91
10,91
91,10
92,10
31,10
10,93
87,10
12,10
10,84
22,10
10,33
24,10
10,90
10,90
10,73
10,73
10,78
78,10
28,10
58,10
43,10
10,79
10,74
70,10
10,75
26,10
30,10
10,42
63,10
11,30
11,30
11,30
30,11
11,93
11,15
11,15
34,11
11,62
11,47
11,32
11,27
27,11
11,82
11,82
82,11
11,13
11,13
11,84
11,84
11,54
11,42
11,42
11,42
11,42
11,35
11,60
11,25
11,25
11,21
11,16
16,11
16,11
63,11
11,14
11,23
11,12
11,76
11,76
11,48
11,26
11,50
11,80
11,79
11,74
90,11
11,20
11,39
11,77
11,33
12,63
12,63
12,37
14,12
17,12
12,55
36,12
12,33
12,90
12,90
43,12
12,68
12,50
12,20
12,46
16,12
16,12
12,91
12,78
12,34
34,12
12,79
29,12
12,67
12,58
12,77
12,15
12,54
12,42
12,94
84,12
12,61
12,49
80,12
13,76
13,18
13,18
66,13
66,13
13,40
13,95
13,80
13,23
13,32
47,13
13,92
17,13
13,74
70,13
13,51
57,13
13,71
13,44
13,65
13,21
13,43
30,13
14,63
63,14
49,14
49,14
69,14
14,65
23,14
14,40
14,68
68,14
32,14
14,82
21,14
39,14
14,19
14,38
24,14
15,20
15,81
15,54
15,43
15,30
30,15
30,15
15,63
15,63
63,15
15,21
21,15
69,15
15,25
25,15
25,15
15,56
15,17
42,15
58,15
15,66
15,48
15,71
15,68
15,60
47,15
15,33
15,27
24,15
16,34
16,34
16,34
16,34
16,30
30,16
16,48
16,48
48,16
16,18
16,18
16,80
16,80
16,80
16,80
16,76
16,87
16,87
16,27
16,27
32,16
16,51
16,41
16,41
16,33
16,72
16,20
16,29
16,29
16,26
16,93
16,63
16,63
16,63
16,28
16,28
16,38
16,56
16,44
16,47
16,24
16,90
16,25
16,25
16,67
16,66
16,40
16,46
16,43
17,26
34,17
34,17
34,17
30,17
45,17
17,28
17,28
17,31
17,90
90,17
17,48
48,17
17,41
17,20
20,17
17,43
43,17
46,17
17,22
22,17
17,77
60,17
17,76
17,76
23,17
24,17
81,17
17,63
70,17
64,17
17,96
17,36
17,67
17,32
18,44
47,18
18,61
54,18
63,18
41,18
18,40
29,18
29,18
18,93
48,18
48,18
73,18
72,18
18,56
18,92
18,27
62,18
18,85
85,18
65,18
18,24
24,18
18,25
70,18
69,18
18,68
18,46
18,23
18,84
18,36
34,18
50,19
27,19
27,19
54,19
19,64
19,64
64,19
67,19
19,37
19,82
19,82
29,19
19,35
35,19
68,19
19,22
23,19
92,19
19,97
19,78
78,19
66,19
19,36
36,19
19,32
32,19
19,98
19,95
76,19
19,46
48,19
72,19
34,20
20,35
30,20
20,69
20,69
20,21
21,20
25,20
20,65
20,31
20,29
29,20
20,49
20,49
20,99
32,20
20,23
20,95
20,89
41,20
20,27
20,44
79,20
24,20
21,47
21,68
21,25
21,30
23,21
21,27
21,27
21,27
21,82
21,82
21,82
21,42
21,31
21,80
80,21
21,66
21,66
29,21
21,81
21,39
21,94
21,37
43,21
79,21
79,21
55,21
21,57
36,21
21,78
63,21
26,21
21,60
22,79
22,79
29,22
65,22
45,22
45,22
32,22
63,22
63,22
22,95
22,73
22,91
22,91
22,87
68,22
22,54
43,22
43,22
90,22
22,93
22,85
22,74
74,22
22,38
58,22
47,22
57,22
22,70
76,22
23,28
77,23
23,53
23,26
26,23
45,23
23,55
23,55
23,35
23,64
42,23
23,93
23,34
62,23
23,27
43,23
24,74
24,74
24,34
24,30
24,65
24,71
38,24
24,72
24,72
24,73
24,42
24,64
24,43
24,93
24,84
24,84
24,69
69,24
24,78
24,28
24,62
24,26
24,60
24,53
24,80
33,24
25,28
25,28
25,29
25,82
82,25
94,25
25,48
25,48
25,34
30,25
30,25
53,25
25,45
25,69
69,25
60,25
43,25
25,57
25,84
25,87
25,62
25,83
25,91
25,52
25,32
25,79
25,81
27,25
38,25
25,65
63,25
46,26
26,35
26,49
26,49
26,49
26,53
26,53
53,26
26,48
48,26
73,26
26,44
26,44
26,63
26,34
